48.430,48.652
49.036,49.268
49.632,49.900
50.232,50.517
50.936,51.164
51.530,51.780
52.138,52.396
52.836,53.063
53.332,53.680
54.138,54.396
54.638,55.028
55.436,55.644
56.036,56.260
56.638,56.907
57.336,57.544
58.536,58.876
59.330,59.540
59.938,60.208
0.636,0.856
1.238,1.488
1.938,2.121
2.436,2.704
3.058,3.287
4.238,4.420
4.734,5.120
5.558,5.784
6.238,6.416
6.830,7.049
7.368,7.651
8.030,8.248
8.930,9.132
9.538,9.799
10.136,10.364
10.736,10.928
11.238,11.496
12.458,12.712
13.338,13.544
14.058,14.307
14.732,14.993
15.438,15.660
16.152,16.371
16.804,17.057
17.438,17.672
18.038,18.288
18.730,18.920
19.238,19.489
19.838,20.090
20.338,20.606
20.938,21.203
21.486,21.736
22.138,22.384
22.708,22.952
23.232,23.536
23.832,24.100
24.432,24.683
25.038,25.300
25.708,25.932
26.308,26.548
26.936,27.196
27.534,27.848
28.034,28.364
28.738,28.996
29.286,29.563
29.938,30.179
30.538,30.776
31.100,31.359
31.184,31.992
32.360,32.560
32.938,33.175
33.552,33.756
34.204,34.408
34.704,35.040
35.338,35.589
35.938,36.188
36.538,36.773
37.134,37.336
37.758,37.952
27.730,27.887
28.238,28.484
28.838,29.036
29.438,29.652
29.938,30.184
30.404,30.764
31.084,31.349
31.684,31.948
32.338,32.564
32.866,33.132
33.460,33.704
34.038,34.264
34.564,34.796
35.136,35.355
35.684,35.896
36.132,36.378
36.684,36.913
37.236,37.428
38.236,38.460
38.836,39.060
39.368,39.608
39.938,40.192
40.538,40.792
42.936,43.156
43.536,43.772
44.136,44.351
44.620,44.870
45.038,45.370
45.630,45.884
46.138,46.400
46.688,46.900
47.184,47.399
47.636,47.884
48.184,48.447
48.684,48.931
49.138,49.448
50.230,50.479
50.830,51.079
51.330,51.596
51.832,52.127
52.430,52.680
52.932,53.211
53.430,53.692
53.932,54.211
54.436,54.711
54.936,55.223
55.438,55.707
55.938,56.223
56.984,57.255
57.583,57.840
58.152,58.423
58.764,59.024
59.234,59.555
59.830,60.072
0.336,0.571
0.836,1.104
1.430,1.686
4.930,5.167
5.636,5.916
6.338,6.562
6.930,7.163
7.536,7.782
8.134,8.347
8.636,8.916
9.136,9.435
9.734,9.961
10.236,10.511
11.336,11.591
11.938,12.192
12.584,12.775
13.038,13.308
13.596,13.866
14.136,14.355
14.638,14.908
15.236,15.455
16.338,16.555
16.936,17.256
2.238,2.827
3.405,3.776
4.232,4.493
4.832,5.160
5.438,5.776
6.068,6.372
6.564,6.957
7.236,7.473
7.830,8.072
8.232,8.672
8.732,9.120
8.732,9.853
8.732,10.425
8.732,11.100
15.768,15.996
16.536,16.715
17.264,17.496
18.036,18.244
18.736,18.927
19.338,19.544
20.036,20.208
20.764,20.992
21.536,21.740
22.236,22.440
23.036,23.208
23.732,23.955
24.536,24.740
25.236,25.436
25.934,26.120
26.638,26.874
27.338,27.571
28.032,28.284
28.738,29.019
29.536,29.716
30.180,30.401
30.884,31.084
31.568,31.800
32.268,32.464
32.936,33.131
33.638,33.863
34.332,34.564
35.032,35.244
35.730,35.912
36.436,36.612
37.036,37.228
37.732,37.977
