"TIME","LATITUDE","LONGITUDE","TYPE","NR-TAC","NR-PCI","NR-CI","NR-ARFCN","CSI-RSRP","CSI-RSRQ","CSI-SINR","SS-RSRP","SS-RSRQ","SS-SINR","TAC","PCI","ECI","EARFCN","BAND_WIDTH","RSSI","RSRP","RSRQ","SINR","CQI","LAC","CI","RXLEV","ARFCN","BSIC","PSC","UARFCN","NID","BID","SID","CDMADBM","CDMAECIO","EVDODBM","EVDOECIO","EVDOSNR"
"20210917 10:34:42.684","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:43.412","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:43.524","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:44.607","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:45.449","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:45.704","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:46.840","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:47.434","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:47.990","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:48.471","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-6","6.0","","","","","","","","","","","","","","","",""
"20210917 10:34:48.607","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:48.635","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:49.152","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:49.406","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:50.269","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:51.397","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:51.450","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:51.489","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:52.504","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:53.410","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:53.597","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:54.504","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-98","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:54.600","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:54.612","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:54.683","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:55.410","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:55.852","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:56.980","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:57.423","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:57.521","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:58.138","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:59.286","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:34:59.392","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:00.433","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:00.596","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:00.622","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:00.637","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:01.403","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:01.506","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:02.604","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:03.442","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:03.699","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:04.843","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:05.431","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:05.613","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:05.987","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-99","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:06.622","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:06.633","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:07.152","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:07.398","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:08.293","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:08.645","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:09.425","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:09.461","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:10.518","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:11.418","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:11.612","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:11.677","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:12.698","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:13.410","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:13.814","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:14.700","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:14.932","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:15.425","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:16.100","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:17.230","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:17.401","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:18.418","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:18.502","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:19.420","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:19.515","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:20.602","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:21.452","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:21.524","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:21.715","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:22.864","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:23.448","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:23.975","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
"20210917 10:35:24.568","22.588589","113.97265","LTE","","","","","","","","","","","9771","284","224778576","38950","","-71","-101","-8","7.0","","","","","","","","","","","","","","","",""
